customer_id,age,gender,region,registration_year,account_age_years,prime_status,membership_tier,total_orders,total_spend_usd,avg_order_value,return_rate_pct,num_returns,top_category,unique_categories_browsed,avg_review_score,num_reviews_written,wishlist_items,avg_daily_browsing_min,preferred_device,preferred_payment,discount_usage_rate_pct,coupon_redemptions,subscription_services,last_purchase_days_ago,customer_lifetime_value,churn_risk_score,satisfaction_rating,customer_segment_label
AMZ-101354,49,Male,North America,2023,2,Prime,Diamond,38,13008.51,342.33,2.63,1,Home & Kitchen,1,3.0,48,17,76,Tablet,Credit Card,34.33,18,4,435,14860.87,0.1119,Neutral,Premium Spender
AMZ-101355,38,Female,Middle East,2020,5,Prime,Silver,19,221.66,11.67,47.37,9,Home & Kitchen,4,2.9,21,26,167,Tablet,Debit Card,10.21,18,0,322,271.34,0.6108,Neutral,Bargain Hunter
AMZ-101356,63,Male,South Asia,2020,5,Non-Prime,Silver,1,25.51,25.51,0.0,0,Sports,2,2.1,41,1,9,Desktop,UPI,52.41,13,1,288,34.07,0.8089,Dissatisfied,Inactive User
AMZ-101357,50,Male,Europe,2015,10,Prime,Silver,51,4217.17,82.69,3.92,2,Office,4,5.0,29,41,128,Smart TV,Credit Card,21.4,2,4,363,5644.19,0.4307,Very Satisfied,Loyal Shopper
AMZ-101358,65,Male,Europe,2019,6,Prime,Platinum,7,657.4,93.91,71.43,5,Sports,8,2.8,26,53,170,Smart TV,UPI,36.5,12,1,653,798.3,0.2339,Satisfied,Bargain Hunter
AMZ-101359,63,Female,Latin America,2016,9,Prime,Gold,74,3133.79,42.35,0.0,0,Books,2,3.8,1,27,135,Tablet,Gift Card,68.72,7,2,671,3688.36,0.3558,Satisfied,Loyal Shopper
AMZ-101360,41,Non-Binary,East Asia,2018,7,Prime,Silver,0,22.77,22.77,0.0,0,Office,8,1.9,45,4,9,Smart TV,Gift Card,12.71,24,3,558,30.03,0.8542,Dissatisfied,Inactive User
AMZ-101361,52,Female,South Asia,2019,6,Prime,Diamond,2,15.21,7.61,50.0,1,Books,5,2.6,11,4,1,Mobile,Net Banking,3.59,1,0,137,17.33,0.7315,Dissatisfied,Inactive User
AMZ-101362,25,Non-Binary,Latin America,2022,3,Prime,Gold,54,1608.59,29.79,0.0,0,Grocery,8,4.2,30,46,94,Alexa,Net Banking,73.72,15,3,197,2344.63,0.7755,Very Satisfied,Loyal Shopper
AMZ-101363,64,Non-Binary,East Asia,2015,10,Prime,Diamond,0,35.42,35.42,100.0,1,Clothing,2,2.4,21,1,14,Tablet,Amazon Pay,31.44,9,2,428,51.42,0.021,Neutral,Inactive User
AMZ-101364,70,Female,North America,2019,6,Non-Prime,Diamond,2,235.27,117.64,0.0,0,Home & Kitchen,6,2.8,6,1,30,Desktop,UPI,23.66,22,4,517,267.69,0.6935,Satisfied,Occasional Buyer
AMZ-101365,34,Male,Middle East,2017,8,Non-Prime,Diamond,1,80.87,80.87,0.0,0,Books,9,1.5,48,0,14,Mobile,Debit Card,21.1,30,0,502,107.06,0.0612,Dissatisfied,Inactive User
AMZ-101366,31,Male,Southeast Asia,2017,8,Prime,Diamond,1,519.53,519.53,100.0,1,Beauty,8,3.5,0,2,35,Desktop,Amazon Pay,54.0,23,3,375,710.98,0.1046,Satisfied,Occasional Buyer
AMZ-101367,56,Female,Middle East,2017,8,Prime,Platinum,36,2361.56,65.6,2.78,1,Books,1,4.4,22,48,127,Mobile,Debit Card,45.91,26,0,513,3501.19,0.6012,Very Satisfied,Loyal Shopper
AMZ-101368,19,Female,Europe,2019,6,Prime,Gold,16,10802.03,675.13,0.0,0,Books,3,4.1,22,24,62,Alexa,Gift Card,2.49,6,3,112,13458.11,0.4686,Neutral,Premium Spender
AMZ-101369,68,Female,Southeast Asia,2017,8,Prime,Gold,27,689.7,25.54,29.63,8,Automotive,6,3.3,16,93,181,Tablet,UPI,58.71,4,0,32,948.86,0.1811,Satisfied,Bargain Hunter
AMZ-101370,42,Female,North America,2020,5,Non-Prime,Diamond,1,14.87,14.87,0.0,0,Grocery,5,2.4,43,2,19,Smart TV,Amazon Pay,7.18,15,2,522,20.11,0.7415,Very Dissatisfied,Inactive User
AMZ-101371,57,Non-Binary,North America,2022,3,Non-Prime,Gold,9,535.3,59.48,100.0,9,Grocery,5,4.0,28,53,200,Mobile,Debit Card,44.42,22,0,391,794.28,0.3568,Dissatisfied,Bargain Hunter
AMZ-101372,46,Female,South Asia,2017,8,Non-Prime,Diamond,13,504.96,38.84,53.85,7,Books,5,2.9,47,65,164,Desktop,Gift Card,16.64,36,1,390,729.49,0.3298,Satisfied,Bargain Hunter
AMZ-101373,36,Male,Europe,2021,4,Prime,Diamond,39,8711.71,223.38,5.13,2,Grocery,7,3.5,20,9,97,Smart TV,Credit Card,61.73,5,2,506,11433.41,0.6663,Very Satisfied,Premium Spender
AMZ-101374,21,Non-Binary,North America,2021,4,Prime,Diamond,12,590.35,49.2,41.67,5,Home & Kitchen,8,3.0,28,41,237,Smart TV,Amazon Pay,44.19,23,0,471,850.59,0.4489,Neutral,Bargain Hunter
AMZ-101375,71,Female,Middle East,2018,7,Prime,Gold,9,691.19,76.8,77.78,7,Automotive,7,3.8,20,63,168,Mobile,Amazon Pay,64.77,23,3,380,998.45,0.4255,Satisfied,Bargain Hunter
AMZ-101376,57,Non-Binary,South Asia,2016,9,Prime,Gold,43,11212.83,260.76,6.98,3,Home & Kitchen,8,3.3,11,7,88,Tablet,UPI,60.1,13,4,90,15513.99,0.9784,Satisfied,Premium Spender
AMZ-101377,51,Female,North America,2022,3,Prime,Diamond,26,756.93,29.11,26.92,7,Automotive,4,4.2,32,38,162,Desktop,Credit Card,73.54,1,2,684,1013.41,0.3282,Dissatisfied,Bargain Hunter
AMZ-101378,50,Non-Binary,Southeast Asia,2017,8,Prime,Platinum,79,2894.76,36.64,2.53,2,Clothing,4,4.9,12,49,126,Mobile,Debit Card,31.14,36,4,247,3456.09,0.8451,Very Satisfied,Loyal Shopper
AMZ-101379,68,Female,North America,2023,2,Prime,Diamond,8,482.93,60.37,75.0,6,Toys,9,3.6,28,43,142,Alexa,Debit Card,6.12,35,4,145,633.31,0.1118,Satisfied,Bargain Hunter
AMZ-101380,65,Male,North America,2017,8,Prime,Platinum,8,462.78,57.85,0.0,0,Sports,2,2.4,1,2,38,Desktop,Debit Card,7.63,5,2,261,653.6,0.0785,Neutral,Occasional Buyer
AMZ-101381,45,Female,Southeast Asia,2021,4,Non-Prime,Gold,8,584.95,73.12,12.5,1,Toys,4,3.5,24,6,32,Tablet,Net Banking,15.58,19,4,273,756.31,0.788,Dissatisfied,Occasional Buyer
AMZ-101382,61,Male,Middle East,2016,9,Non-Prime,Gold,2,41.03,20.52,0.0,0,Books,8,2.0,39,0,7,Alexa,UPI,78.76,34,1,173,47.38,0.7268,Very Dissatisfied,Inactive User
AMZ-101383,36,Non-Binary,East Asia,2016,9,Non-Prime,Platinum,40,2884.45,72.11,0.0,0,Electronics,8,4.4,12,33,115,Desktop,Gift Card,72.63,37,4,656,3914.04,0.0131,Satisfied,Loyal Shopper
AMZ-101384,31,Female,North America,2019,6,Non-Prime,Diamond,45,3743.82,83.2,0.0,0,Sports,2,4.1,3,48,88,Alexa,Net Banking,35.17,19,4,236,4123.39,0.2928,Satisfied,Loyal Shopper
AMZ-101385,63,Male,Latin America,2021,4,Prime,Silver,12,146.52,12.21,58.33,7,Electronics,6,3.4,32,92,159,Desktop,Net Banking,70.17,26,0,398,167.48,0.1129,Satisfied,Bargain Hunter
AMZ-101386,50,Non-Binary,Middle East,2015,10,Prime,Diamond,20,1545.27,77.26,10.0,2,Home & Kitchen,8,4.3,10,40,96,Tablet,Debit Card,44.85,24,4,562,2063.47,0.4491,Satisfied,Loyal Shopper
AMZ-101387,52,Female,East Asia,2023,2,Prime,Silver,55,1268.83,23.07,1.82,1,Sports,9,4.2,28,34,160,Tablet,UPI,57.72,19,0,587,1448.15,0.1839,Very Satisfied,Loyal Shopper
AMZ-101388,24,Female,Latin America,2020,5,Prime,Diamond,14,659.69,47.12,28.57,4,Toys,5,3.0,37,89,166,Tablet,Amazon Pay,11.66,27,0,363,940.92,0.1722,Dissatisfied,Bargain Hunter
AMZ-101389,53,Non-Binary,East Asia,2020,5,Prime,Silver,2,68.02,34.01,0.0,0,Clothing,7,1.7,32,4,4,Smart TV,Gift Card,8.38,31,3,395,73.04,0.3149,Very Dissatisfied,Inactive User
AMZ-101390,24,Non-Binary,Middle East,2016,9,Prime,Diamond,13,247.12,19.01,7.69,1,Toys,2,2.0,7,1,11,Tablet,Cash on Delivery,44.85,29,2,8,365.27,0.7229,Neutral,Occasional Buyer
AMZ-101391,60,Female,Latin America,2023,2,Non-Prime,Silver,25,8560.84,342.43,4.0,1,Books,5,4.7,25,16,61,Mobile,Credit Card,32.67,32,0,606,12582.01,0.5485,Very Satisfied,Premium Spender
AMZ-101392,19,Female,North America,2022,3,Prime,Silver,15,492.88,32.86,20.0,3,Automotive,5,2.8,14,61,200,Alexa,UPI,33.15,4,2,610,529.61,0.3461,Dissatisfied,Bargain Hunter
AMZ-101393,63,Female,East Asia,2019,6,Prime,Gold,18,617.84,34.32,27.78,5,Home & Kitchen,2,4.4,37,25,90,Smart TV,UPI,7.19,35,4,34,918.81,0.8286,Dissatisfied,Bargain Hunter
AMZ-101394,47,Male,East Asia,2022,3,Prime,Silver,18,3481.33,193.41,0.0,0,Beauty,7,4.1,48,25,79,Smart TV,Gift Card,76.61,26,2,417,3807.75,0.1707,Satisfied,Premium Spender
AMZ-101395,39,Female,East Asia,2019,6,Prime,Platinum,20,5913.01,295.65,5.0,1,Sports,4,3.2,33,14,49,Tablet,Amazon Pay,29.07,16,2,305,6544.07,0.9346,Satisfied,Premium Spender
AMZ-101396,54,Male,North America,2017,8,Prime,Silver,47,3667.99,78.04,6.38,3,Electronics,1,5.0,23,10,68,Mobile,Debit Card,24.57,5,3,675,4243.44,0.6578,Very Satisfied,Premium Spender
AMZ-101397,56,Non-Binary,Middle East,2021,4,Prime,Platinum,12,352.05,29.34,0.0,0,Clothing,2,3.5,1,17,36,Alexa,Gift Card,43.52,23,0,264,440.97,0.8544,Satisfied,Occasional Buyer
AMZ-101398,43,Male,Middle East,2022,3,Non-Prime,Diamond,33,2062.37,62.5,3.03,1,Electronics,3,4.7,44,42,158,Alexa,Gift Card,27.0,25,2,5,2728.49,0.9473,Satisfied,Loyal Shopper
AMZ-101399,34,Non-Binary,South Asia,2018,7,Prime,Platinum,32,1454.14,45.44,0.0,0,Grocery,9,3.7,44,46,99,Desktop,Gift Card,25.83,12,4,397,2001.98,0.7158,Satisfied,Loyal Shopper
AMZ-101400,32,Non-Binary,East Asia,2015,10,Prime,Silver,33,4327.4,131.13,3.03,1,Office,5,4.5,6,12,101,Smart TV,Cash on Delivery,4.67,37,2,633,5146.04,0.762,Very Satisfied,Loyal Shopper
AMZ-101401,38,Male,Europe,2019,6,Prime,Silver,4,57.24,14.31,50.0,2,Books,6,3.5,18,1,27,Mobile,Gift Card,20.74,30,3,243,80.91,0.0096,Satisfied,Occasional Buyer
AMZ-101402,41,Non-Binary,South Asia,2017,8,Prime,Silver,10,557.88,55.79,20.0,2,Office,4,2.8,31,46,133,Smart TV,Credit Card,70.65,19,2,111,796.93,0.5924,Dissatisfied,Bargain Hunter
AMZ-101403,71,Non-Binary,Latin America,2019,6,Prime,Gold,46,4789.84,104.13,0.0,0,Home & Kitchen,6,5.0,31,42,60,Desktop,Amazon Pay,77.02,16,1,551,6909.01,0.2471,Satisfied,Loyal Shopper
AMZ-101404,51,Non-Binary,East Asia,2016,9,Prime,Platinum,50,4619.78,92.4,0.0,0,Electronics,7,4.2,19,30,132,Tablet,Credit Card,61.25,38,0,284,5693.28,0.8429,Very Satisfied,Loyal Shopper
AMZ-101405,40,Non-Binary,Middle East,2017,8,Prime,Silver,41,4012.42,97.86,2.44,1,Automotive,5,3.8,44,20,103,Alexa,Credit Card,15.38,12,1,677,4068.63,0.5998,Very Satisfied,Loyal Shopper
AMZ-101406,36,Female,Europe,2022,3,Prime,Silver,27,143.7,5.32,18.52,5,Books,5,4.2,10,42,220,Smart TV,Cash on Delivery,26.33,27,3,627,188.04,0.1354,Neutral,Bargain Hunter
AMZ-101407,51,Female,North America,2023,2,Prime,Silver,5,223.59,44.72,0.0,0,Toys,9,3.8,8,9,13,Mobile,Gift Card,41.4,10,4,392,272.04,0.9054,Neutral,Occasional Buyer
AMZ-101408,45,Non-Binary,Southeast Asia,2019,6,Prime,Platinum,19,781.43,41.13,21.05,4,Automotive,3,3.2,13,26,141,Desktop,Debit Card,36.96,17,4,44,1083.83,0.4537,Neutral,Bargain Hunter
AMZ-101409,22,Male,Latin America,2021,4,Non-Prime,Silver,5,598.69,119.74,60.0,3,Books,2,3.3,39,10,32,Tablet,Amazon Pay,9.27,33,3,70,710.25,0.7333,Neutral,Occasional Buyer
AMZ-101410,30,Non-Binary,Middle East,2023,2,Prime,Gold,18,10531.28,585.07,16.67,3,Grocery,4,4.5,44,18,117,Tablet,Credit Card,40.01,3,3,211,12507.46,0.7173,Very Satisfied,Premium Spender
AMZ-101411,53,Non-Binary,North America,2020,5,Non-Prime,Gold,73,1427.39,19.55,1.37,1,Home & Kitchen,4,4.1,32,42,156,Tablet,Credit Card,25.07,18,4,617,1838.41,0.0046,Very Satisfied,Loyal Shopper
AMZ-101412,37,Female,South Asia,2019,6,Prime,Silver,34,986.2,29.01,5.88,2,Clothing,7,3.8,11,44,106,Tablet,Amazon Pay,65.46,7,1,221,1101.62,0.5479,Very Satisfied,Loyal Shopper
AMZ-101413,27,Male,Europe,2017,8,Non-Prime,Platinum,48,6262.61,130.47,8.33,4,Automotive,3,4.9,29,11,54,Smart TV,Gift Card,39.22,2,0,96,8005.71,0.2655,Satisfied,Premium Spender
AMZ-101414,69,Male,Europe,2021,4,Prime,Gold,0,68.17,68.17,0.0,0,Sports,5,2.9,19,2,15,Smart TV,Credit Card,11.11,26,4,607,81.82,0.8888,Very Dissatisfied,Inactive User
AMZ-101415,42,Female,South Asia,2019,6,Prime,Diamond,2,15.0,7.5,50.0,1,Toys,9,1.7,2,3,12,Smart TV,Gift Card,36.74,30,4,360,19.92,0.8486,Neutral,Inactive User
AMZ-101416,36,Female,East Asia,2022,3,Prime,Silver,0,11.37,11.37,100.0,1,Office,5,2.7,27,3,17,Smart TV,Gift Card,79.57,14,4,198,14.48,0.3252,Neutral,Inactive User
AMZ-101417,19,Female,Latin America,2021,4,Prime,Diamond,27,1046.24,38.75,7.41,2,Clothing,4,3.5,16,30,135,Mobile,UPI,26.01,4,0,662,1533.2,0.5307,Satisfied,Loyal Shopper
AMZ-101418,44,Female,Europe,2018,7,Non-Prime,Platinum,3,462.37,154.12,0.0,0,Toys,7,3.3,41,16,59,Mobile,Credit Card,43.45,1,3,687,563.88,0.4866,Satisfied,Occasional Buyer
AMZ-101419,55,Female,East Asia,2021,4,Prime,Platinum,76,1480.3,19.48,2.63,2,Home & Kitchen,3,4.8,44,39,161,Mobile,Debit Card,59.78,35,1,414,2096.75,0.8506,Satisfied,Loyal Shopper
AMZ-101420,57,Male,East Asia,2016,9,Prime,Silver,9,86.3,9.59,11.11,1,Electronics,3,2.8,17,4,45,Tablet,Net Banking,11.35,0,4,476,117.88,0.1771,Dissatisfied,Occasional Buyer
AMZ-101421,65,Female,South Asia,2017,8,Prime,Platinum,25,536.61,21.46,24.0,6,Home & Kitchen,7,4.2,31,98,230,Alexa,Credit Card,67.43,19,1,536,569.54,0.5401,Dissatisfied,Bargain Hunter
AMZ-101422,49,Non-Binary,South Asia,2016,9,Non-Prime,Gold,24,14972.42,623.85,8.33,2,Books,1,5.0,5,29,92,Alexa,Amazon Pay,9.64,38,2,646,20945.03,0.1764,Neutral,Premium Spender
AMZ-101423,37,Male,Middle East,2019,6,Non-Prime,Diamond,2,61.81,30.91,0.0,0,Toys,4,1.2,38,2,2,Tablet,Cash on Delivery,37.42,30,2,190,61.81,0.2562,Neutral,Inactive User
AMZ-101424,44,Male,North America,2021,4,Prime,Diamond,6,305.38,50.9,0.0,0,Electronics,2,2.8,16,12,45,Tablet,Gift Card,28.78,29,3,480,312.27,0.3856,Neutral,Occasional Buyer
AMZ-101425,38,Female,South Asia,2016,9,Non-Prime,Platinum,11,285.63,25.97,72.73,8,Office,8,4.3,36,70,186,Smart TV,Debit Card,6.2,18,3,612,306.86,0.353,Neutral,Bargain Hunter
AMZ-101426,28,Female,North America,2017,8,Non-Prime,Silver,4,92.18,23.05,25.0,1,Automotive,2,2.9,48,4,7,Tablet,Debit Card,15.65,4,0,317,115.39,0.8475,Dissatisfied,Inactive User
AMZ-101427,22,Non-Binary,Middle East,2020,5,Prime,Platinum,41,10394.42,253.52,7.32,3,Electronics,9,4.9,33,26,99,Mobile,Gift Card,40.27,30,3,403,14261.11,0.3094,Satisfied,Premium Spender
AMZ-101428,61,Non-Binary,Europe,2022,3,Prime,Platinum,29,729.89,25.17,20.69,6,Beauty,1,2.5,49,68,92,Smart TV,Credit Card,23.59,35,0,293,920.64,0.7719,Satisfied,Bargain Hunter
AMZ-101429,67,Female,Middle East,2015,10,Prime,Diamond,4,58.68,14.67,25.0,1,Sports,6,2.3,34,4,12,Smart TV,Gift Card,70.73,4,4,692,59.93,0.1977,Very Dissatisfied,Inactive User
AMZ-101430,44,Non-Binary,North America,2022,3,Prime,Gold,5,516.38,103.28,120.0,6,Electronics,8,4.1,46,87,137,Mobile,Debit Card,65.82,20,2,312,542.13,0.7434,Satisfied,Bargain Hunter
AMZ-101431,33,Non-Binary,Latin America,2016,9,Prime,Gold,14,412.01,29.43,64.29,9,Clothing,4,4.1,1,54,165,Mobile,Debit Card,70.66,16,3,724,430.3,0.4702,Satisfied,Bargain Hunter
AMZ-101432,68,Male,Latin America,2022,3,Prime,Platinum,2,430.56,215.28,50.0,1,Electronics,8,3.8,41,10,21,Mobile,Credit Card,50.29,10,2,505,564.08,0.9597,Satisfied,Occasional Buyer
AMZ-101433,46,Female,Europe,2020,5,Non-Prime,Diamond,7,543.35,77.62,14.29,1,Sports,9,3.8,25,4,50,Desktop,Debit Card,11.28,0,0,447,667.4,0.1746,Neutral,Occasional Buyer
AMZ-101434,58,Male,South Asia,2015,10,Prime,Gold,4,45.98,11.49,0.0,0,Office,4,1.7,45,1,14,Smart TV,Net Banking,22.18,24,4,651,61.36,0.2587,Very Dissatisfied,Inactive User
AMZ-101435,30,Male,Middle East,2021,4,Non-Prime,Gold,21,4819.31,229.49,9.52,2,Office,9,3.5,16,18,95,Smart TV,Net Banking,69.57,12,3,156,7186.22,0.6857,Very Satisfied,Premium Spender
AMZ-101436,49,Female,East Asia,2015,10,Non-Prime,Diamond,22,11775.02,535.23,4.55,1,Home & Kitchen,5,4.4,18,8,54,Mobile,Amazon Pay,78.09,33,3,236,13392.58,0.5794,Neutral,Premium Spender
AMZ-101437,60,Male,Europe,2022,3,Non-Prime,Gold,2,132.32,66.16,150.0,3,Home & Kitchen,1,3.5,39,4,59,Mobile,Credit Card,35.0,37,1,366,178.56,0.0901,Satisfied,Occasional Buyer
AMZ-101438,60,Male,North America,2016,9,Non-Prime,Gold,27,13913.99,515.33,3.7,1,Automotive,7,3.2,22,10,57,Smart TV,Debit Card,72.43,17,1,599,15144.56,0.2537,Satisfied,Premium Spender
AMZ-101439,48,Female,South Asia,2018,7,Non-Prime,Platinum,36,4117.15,114.37,0.0,0,Sports,2,3.6,34,5,88,Smart TV,Net Banking,60.91,22,3,636,5727.51,0.4943,Satisfied,Premium Spender
AMZ-101440,62,Male,South Asia,2020,5,Prime,Diamond,20,858.72,42.94,10.0,2,Automotive,7,4.2,0,13,122,Alexa,UPI,79.99,37,4,89,1101.69,0.1058,Very Satisfied,Loyal Shopper
AMZ-101441,63,Male,North America,2023,2,Prime,Diamond,26,2878.72,110.72,7.69,2,Clothing,6,5.0,46,36,149,Tablet,Cash on Delivery,15.54,10,1,224,3590.1,0.0286,Satisfied,Loyal Shopper
AMZ-101442,60,Male,South Asia,2016,9,Prime,Silver,0,55.54,55.54,0.0,0,Books,1,1.0,6,3,15,Desktop,Credit Card,71.96,5,1,658,56.48,0.4475,Neutral,Inactive User
AMZ-101443,53,Female,North America,2023,2,Prime,Diamond,39,8476.63,217.35,7.69,3,Beauty,7,3.0,35,23,71,Tablet,Credit Card,51.55,22,1,137,10434.82,0.1882,Satisfied,Premium Spender
AMZ-101444,27,Female,Southeast Asia,2016,9,Prime,Gold,4,69.12,17.28,25.0,1,Toys,5,1.5,23,1,0,Alexa,Gift Card,11.28,20,4,300,69.96,0.9188,Dissatisfied,Inactive User
AMZ-101445,42,Male,Southeast Asia,2017,8,Prime,Platinum,3,48.16,16.05,0.0,0,Books,6,2.0,7,2,11,Mobile,Net Banking,73.29,37,1,603,69.0,0.8224,Very Dissatisfied,Inactive User
AMZ-101446,40,Female,South Asia,2016,9,Prime,Gold,16,7489.26,468.08,0.0,0,Toys,7,4.3,31,17,84,Desktop,UPI,38.42,7,1,238,10852.96,0.527,Very Satisfied,Premium Spender
AMZ-101447,57,Non-Binary,Southeast Asia,2018,7,Non-Prime,Diamond,13,431.79,33.21,15.38,2,Books,8,3.7,48,5,53,Mobile,Net Banking,16.37,34,4,560,617.17,0.1568,Satisfied,Occasional Buyer
AMZ-101448,34,Male,North America,2019,6,Prime,Silver,27,3849.96,142.59,7.41,2,Office,4,4.5,22,36,98,Tablet,Debit Card,22.49,1,1,26,4292.85,0.4195,Very Satisfied,Loyal Shopper
AMZ-101449,59,Male,Europe,2022,3,Prime,Diamond,22,214.49,9.75,22.73,5,Toys,3,4.0,3,97,122,Smart TV,Credit Card,49.47,2,0,701,314.39,0.5549,Dissatisfied,Bargain Hunter
AMZ-101450,59,Female,South Asia,2019,6,Prime,Gold,78,3947.56,50.61,0.0,0,Beauty,5,4.5,43,13,82,Tablet,Net Banking,17.96,28,4,402,4303.3,0.5104,Satisfied,Loyal Shopper
AMZ-101451,47,Non-Binary,North America,2020,5,Prime,Gold,4,98.15,24.54,0.0,0,Grocery,7,2.9,4,4,13,Alexa,Gift Card,0.35,29,1,493,121.89,0.9951,Very Dissatisfied,Inactive User
AMZ-101452,48,Male,South Asia,2020,5,Prime,Silver,7,454.22,64.89,28.57,2,Clothing,7,2.5,47,12,36,Desktop,Amazon Pay,2.41,27,3,289,516.16,0.6581,Satisfied,Occasional Buyer
AMZ-101453,65,Male,Latin America,2021,4,Prime,Diamond,30,8349.86,278.33,6.67,2,Beauty,1,3.7,44,5,119,Mobile,Debit Card,57.7,31,2,461,11810.3,0.9238,Satisfied,Premium Spender
AMZ-101454,66,Male,Latin America,2017,8,Prime,Platinum,5,341.08,68.22,20.0,1,Automotive,2,3.4,24,1,13,Alexa,Credit Card,17.79,20,4,619,453.87,0.6081,Neutral,Occasional Buyer
AMZ-101455,69,Female,North America,2020,5,Prime,Silver,30,7891.77,263.06,10.0,3,Office,2,4.5,12,24,64,Tablet,Cash on Delivery,2.31,11,3,27,9867.5,0.3837,Satisfied,Premium Spender
AMZ-101456,59,Male,East Asia,2019,6,Prime,Silver,59,4270.73,72.39,0.0,0,Sports,6,4.3,21,35,141,Tablet,Gift Card,6.16,13,1,412,6362.79,0.8288,Very Satisfied,Loyal Shopper
AMZ-101457,57,Female,Middle East,2017,8,Prime,Diamond,23,14150.99,615.26,8.7,2,Sports,3,3.9,7,14,53,Tablet,Gift Card,30.25,36,3,18,17848.05,0.6002,Very Satisfied,Premium Spender
AMZ-101458,56,Female,Latin America,2015,10,Prime,Diamond,29,368.35,12.7,6.9,2,Books,2,3.6,32,78,133,Tablet,Net Banking,39.44,14,4,675,538.32,0.5228,Satisfied,Bargain Hunter
AMZ-101459,57,Non-Binary,North America,2016,9,Prime,Diamond,1,11.02,11.02,0.0,0,Home & Kitchen,9,1.5,21,3,17,Desktop,Amazon Pay,47.63,32,2,230,11.73,0.2487,Neutral,Inactive User
AMZ-101460,31,Male,Middle East,2021,4,Non-Prime,Diamond,33,10666.54,323.23,0.0,0,Beauty,7,4.9,11,8,85,Desktop,Net Banking,58.33,26,4,571,13037.61,0.3355,Satisfied,Premium Spender
AMZ-101461,44,Female,Latin America,2020,5,Prime,Platinum,11,680.27,61.84,63.64,7,Grocery,2,3.0,20,91,123,Smart TV,UPI,45.9,37,0,455,858.53,0.5617,Neutral,Bargain Hunter
AMZ-101462,30,Non-Binary,Europe,2017,8,Prime,Diamond,33,3073.47,93.14,3.03,1,Office,2,3.9,35,48,96,Smart TV,Amazon Pay,45.3,3,4,195,4387.4,0.797,Satisfied,Loyal Shopper
AMZ-101463,47,Male,Middle East,2017,8,Non-Prime,Platinum,12,469.21,39.1,16.67,2,Office,6,3.9,31,7,44,Mobile,Gift Card,55.59,5,1,26,594.39,0.3361,Neutral,Occasional Buyer
AMZ-101464,33,Female,Europe,2020,5,Prime,Silver,30,8434.46,281.15,0.0,0,Automotive,9,3.8,43,14,113,Desktop,Gift Card,17.67,33,2,131,12458.61,0.5981,Very Satisfied,Premium Spender
AMZ-101465,56,Non-Binary,Middle East,2021,4,Non-Prime,Gold,35,2319.47,66.27,2.86,1,Sports,7,3.8,46,15,95,Smart TV,Amazon Pay,30.64,36,2,304,2339.92,0.5371,Satisfied,Loyal Shopper
AMZ-101466,70,Male,Southeast Asia,2019,6,Prime,Gold,11,693.76,63.07,45.45,5,Sports,7,4.4,12,95,232,Alexa,Credit Card,64.07,38,0,252,744.71,0.3571,Satisfied,Bargain Hunter
AMZ-101467,49,Female,North America,2022,3,Prime,Platinum,13,318.36,24.49,30.77,4,Electronics,7,2.6,35,44,162,Mobile,Amazon Pay,3.51,16,3,345,334.17,0.2341,Satisfied,Bargain Hunter
AMZ-101468,23,Female,East Asia,2022,3,Non-Prime,Gold,22,2876.91,130.77,9.09,2,Books,5,5.0,30,25,78,Tablet,Debit Card,44.8,33,3,394,4145.57,0.1617,Satisfied,Loyal Shopper
AMZ-101469,44,Non-Binary,North America,2021,4,Prime,Gold,68,3469.73,51.03,0.0,0,Electronics,6,4.6,46,24,106,Smart TV,Amazon Pay,59.35,29,1,654,4908.2,0.9514,Satisfied,Loyal Shopper
AMZ-101470,25,Female,Southeast Asia,2019,6,Prime,Platinum,40,1149.74,28.74,5.0,2,Sports,1,4.5,6,42,69,Alexa,Amazon Pay,22.47,6,0,629,1466.73,0.313,Satisfied,Loyal Shopper
AMZ-101471,44,Non-Binary,Europe,2015,10,Non-Prime,Gold,37,4727.37,127.77,0.0,0,Home & Kitchen,8,3.7,4,30,73,Tablet,Debit Card,0.45,27,1,170,4858.81,0.8504,Satisfied,Loyal Shopper
AMZ-101472,30,Male,Europe,2015,10,Prime,Silver,20,14565.71,728.29,20.0,4,Sports,5,3.8,30,11,73,Alexa,Net Banking,28.62,12,0,199,16572.81,0.6768,Very Satisfied,Premium Spender
AMZ-101473,47,Male,Southeast Asia,2015,10,Prime,Silver,44,5913.86,134.41,9.09,4,Clothing,3,4.0,44,20,40,Alexa,Gift Card,27.89,29,4,526,6395.76,0.5342,Very Satisfied,Premium Spender
AMZ-101474,38,Non-Binary,Latin America,2015,10,Prime,Diamond,11,422.59,38.42,18.18,2,Beauty,7,4.0,32,15,13,Smart TV,Gift Card,18.39,14,0,292,490.81,0.0882,Satisfied,Occasional Buyer
AMZ-101475,44,Female,North America,2019,6,Non-Prime,Silver,21,11765.24,560.25,4.76,1,Toys,3,4.4,35,29,72,Mobile,Cash on Delivery,37.12,7,3,177,16338.23,0.581,Neutral,Premium Spender
AMZ-101476,63,Male,Middle East,2021,4,Non-Prime,Platinum,68,1431.53,21.05,1.47,1,Clothing,4,4.7,17,24,137,Alexa,UPI,69.49,11,0,41,1794.9,0.4158,Satisfied,Loyal Shopper
